hardness_mgL,conductivity_uScm
115.8616,306.0
105.4618,306.0
105.8736,306.0
107.109,252.0
108.7562,252.0
102.115,252.0
103.7622,252.0
54.364999999999995,155.0
52.6916,158.0
55.1624,158.0
47.6976,158.0
50.1684,158.0
31.9313,140.0
23.279400000000003,130.0
55.986000000000004,160.0
53.927,160.0
50.992000000000004,160.0
48.933,160.0
48.1094,144.0
114.57379999999999,300.0
112.5148,300.0
107.08279999999999,300.0
105.0238,300.0
100.8534,270.0
98.7944,270.0
95.8594,270.0
93.8004,270.0
65.536,180.0
67.1832,180.0
63.039,180.0
64.6862,180.0
45.2268,118.0
39.8472,125.0
141.191,351.0
227.66899999999998,351.0
153.676,351.0
240.154,351.0
63.477000000000004,200.0
112.5148,270.0
114.57379999999999,270.0
105.0238,270.0
107.08279999999999,270.0
170.238,700.0
108.3182,261.0
105.8474,261.0
100.8272,261.0
98.3564,261.0
46.462199999999996,138.0
115.4236,292.0
117.07079999999999,292.0
112.92660000000001,292.0
114.57379999999999,292.0
49.7828,160.0
53.077200000000005,160.0
54.7768,160.0
58.071200000000005,160.0
46.0242,120.0
80.4918,180.0
78.4328,180.0
73.0008,180.0
70.9418,180.0
88.3946,234.0
83.4006,234.0
254.03900000000002,650.0
44.815,150.0
113.3384,265.0
114.57379999999999,265.0
108.3444,265.0
109.57979999999999,265.0
114.57379999999999,279.0
113.7502,279.0
109.57979999999999,279.0
108.7562,279.0
204.23,420.0
119.156,283.0
118.7442,283.0
114.162,283.0
113.7502,283.0
108.7562,295.0
135.935,295.0
302.358,750.0
77.6092,215.0
39.4092,120.0
136.197,333.0
135.7852,333.0
128.706,333.0
128.2942,333.0
121.24119999999999,293.0
113.7502,293.0
38.06,145.0
160.16,460.0
166.775,385.0
74.6742,225.0
73.027,225.0
69.6802,225.0
68.033,225.0
85.9238,198.0
85.1002,198.0
78.4328,198.0
77.6092,198.0
111.66499999999999,295.0
108.3706,295.0
94.186,295.0
90.8916,295.0
68.033,190.0
126.078,270.0
41.0564,130.0
34.5773,110.0
41.9062,150.0
42.756,130.0
282.382,750.0
173.52100000000002,395.0
49.756600000000006,115.0
39.2954,140.0
43.965199999999996,120.0
89.16579999999999,238.0
146.054,340.0
115.83539999999999,270.0
115.0118,270.0
110.8414,270.0
110.0178,270.0
41.0564,140.0
31.6554,100.0
137.0206,360.0
134.5236,360.0
181.03820000000002,440.0
48.083200000000005,155.0
234.93899999999996,510.0
48.5212,148.0
50.1946,140.0
85.0478,260.0
49.7828,155.0
55.9598,155.0
47.2858,155.0
53.4628,155.0
303.234,850.0
105.8474,234.0
104.612,234.0
103.3504,234.0
102.115,234.0
32.2424,85.0
66.3596,200.0
69.2422,200.0
68.8566,200.0
71.7392,200.0
52.2798,155.0
58.8686,155.0
56.3716,155.0
198.36,480.0
33.1798,100.0
91.3034,270.0
340.558,1050.0
53.1034,144.0
55.574200000000005,144.0
50.580200000000005,144.0
48.1356,165.0
58.8686,162.0
38.9974,119.0
89.2182,220.0
110.22,220.0
86.7212,220.0
107.723,220.0
2.1466000000000003,35.0
53.1034,147.0
156.042,350.0
156.48,310.0
92.9768,216.0
91.7414,216.0
95.4738,216.0
94.2384,216.0
48.959199999999996,160.0
72.282,170.0
41.9062,130.0
127.4444,306.0
124.9736,306.0
122.4504,306.0
119.9796,306.0
87.9828,202.0
85.4858,202.0
78.8184,243.0
135.7852,310.0
125.7972,310.0
98.3826,238.0
100.0298,238.0
90.8916,238.0
92.5388,238.0
112.5148,269.0
113.3384,269.0
100.0298,269.0
100.8534,269.0
32.0451,153.0
52.253600000000006,175.0
104.2002,234.0
96.7092,234.0
97.121,234.0
71.7916,166.0
70.968,166.0
64.3006,166.0
63.477000000000004,166.0
67.6212,180.0
71.3274,180.0
110.4034,275.0
48.5212,165.0
7.4648,42.0
181.757,418.0
9.699,62.0
94.624,255.0
95.4476,255.0
110.4296,255.0
336.43999999999994,900.0
197.615,520.0
39.382999999999996,130.0
113.3384,261.0
114.162,261.0
108.3444,261.0
109.168,261.0
154.29,390.0
83.8386,210.0
14.0667,42.0
86.3094,240.0
85.074,240.0
82.577,240.0
17.9129,240.0
98.7944,229.0
97.559,229.0
93.8004,229.0
92.565,229.0
84.2242,225.0
82.1652,225.0
76.7332,225.0
14.7806,410.0
6.8033,25.0
32.0934,80.0
56.424,160.0
15.9022,120.0
78.459,210.0
98.3826,235.0
216.584,560.0
277.388,750.0
113.593,285.0
195.27519999999998,355.0
124.56179999999999,295.0
43.553399999999996,123.0
104.6644,180.0
94.624,260.0
108.3444,250.0
22.2323,228.0
126.6208,340.0
97.383,340.0
124.56179999999999,340.0
109.14179999999999,340.0
79.904,340.0
107.08279999999999,340.0
54.3126,140.0
92.9768,15.0
23.765700000000002,95.0
10.3474,50.0
15.8539,435.0
154.8328,350.0
39.4092,180.0
116.11619999999999,310.0
75.962,205.0
48.1356,200.0
104.5596,280.0
112.90039999999999,280.0
121.084,299.0
126.078,299.0
59.744600000000005,180.0
42.7298,132.0
11.9463,75.0
61.391799999999996,175.0
79.6944,200.0
30.494500000000002,120.0
102.115,225.0
162.65699999999998,440.0
118.587,298.0
117.35159999999999,298.0
123.581,298.0
122.34559999999999,298.0
29.197699999999998,82.0
76.3476,175.0
75.1122,220.0
74.2886,220.0
67.6212,220.0
66.7976,220.0
157.4608,355.0
123.581,315.0
46.873999999999995,215.0
46.050399999999996,140.0
88.009,230.0
123.581,300.0
126.078,300.0
19.4725,60.0
25.5398,76.0
104.612,270.0
50.1684,180.0
35.265,170.0
44.3508,160.0
36.0886,195.0
83.4268,220.0
39.8472,160.0
103.7884,160.0
19.8974,90.0
118.28,305.0
38.5594,120.0
42.7298,200.0
51.8418,175.0
29.1453,120.0
42.4236,110.0
0.9112,290.0
121.93379999999999,245.0
65.098,260.0
139.9032,310.0
4.1442,620.0
46.0242,140.0
12.4326,510.0
28.1596,140.0
222.454,540.0
13.457600000000001,275.0
36.9122,118.0
68.9352,165.0
204.23,560.0
112.90039999999999,235.0
73.8768,243.0
74.2886,243.0
68.8828,243.0
69.2946,243.0
29.6709,125.0
35.6768,140.0
42.265600000000006,140.0
32.181,140.0
38.769800000000004,140.0
137.8442,355.0
16.1519,125.0
44.376999999999995,132.0
33.1405,105.0
76.7856,195.0
75.524,210.0
128.399,290.0
76.7594,198.0
75.1122,198.0
69.2684,198.0
67.6212,198.0
63.039,185.0
68.0592,185.0
122.06479999999999,305.0
7.1013,25.0
46.436,160.0
106.6972,280.0
38.5856,140.0
50.5278,140.0
36.0886,140.0
48.0308,140.0
96.68299999999999,265.0
24.3789,82.0
42.318,175.0
141.1386,350.0
162.65699999999998,375.0
12.643000000000002,65.0
11.534500000000001,25.0
40.6446,86.0
188.503,375.0
85.074,225.0
82.6032,225.0
77.583,225.0
75.1122,225.0
40.6446,122.0
24.177500000000002,65.0
94.2384,240.0
136.99439999999998,355.0
36.1369,280.0
139.9556,285.0
11.4338,25.0
53.541399999999996,140.0
141.6552,275.0
47.6976,180.0
181.9404,450.0
102.93860000000001,300.0
102.5268,300.0
92.95060000000001,300.0
92.5388,300.0
110.789,235.0
105.5142,195.0
33.990300000000005,80.0
46.344300000000004,135.0
41.0302,100.0
53.953199999999995,238.0
50.1946,160.0
7.2896,35.0
137.66819999999998,295.0
139.8508,360.0
200.85699999999997,555.0
11.5476,25.0
0.6615000000000001,195.0
68.4448,205.0
39.821,123.0
108.7562,285.0
132.9026,280.0
128.2942,350.0
40.2328,109.0
78.0472,215.0
133.4716,280.0
41.3282,175.0
87.9828,230.0
101.2128,350.0
46.9002,160.0
83.629,215.0
134.88299999999998,325.0
31.147,243.0
52.6916,240.0
114.5476,325.0
34.091,153.0
63.065200000000004,170.0
59.7708,140.0
373.764,950.0
33.6178,120.0
78.4328,205.0
23.516,163.0
41.879999999999995,260.0
33.267399999999995,80.0
83.4006,260.0
82.577,260.0
75.9096,260.0
75.086,260.0
43.553399999999996,130.0
113.72399999999999,300.0
84.898,300.0
111.66499999999999,300.0
98.74199999999999,300.0
69.916,300.0
96.68299999999999,300.0
175.142,530.0
71.0728,150.0
24.4272,153.0
88.4208,190.0
9.0989,25.0
67.6474,200.0
155.8922,410.0
75.1122,200.0
61.8298,170.0
2.9833,32.0
89.6562,260.0
88.4208,260.0
82.1652,260.0
80.9298,260.0
149.165,315.0
56.0122,160.0
95.2904,220.0
3.3951000000000002,25.0
111.227,300.0
99.2062,240.0
83.75999999999999,205.0
39.821,109.0
100.056,255.0
38.2262,90.0
28.785899999999998,80.0
50.116,130.0
136.5302,330.0
199.981,450.0
71.7916,202.0
72.6152,202.0
64.3006,202.0
65.1242,202.0
147.7536,380.0
60.980000000000004,150.0
50.6064,155.0
140.2626,340.0
3.3205999999999998,70.0
58.8424,145.0
42.318,119.0
1028.862,1800.0
68.033,210.0
28.496900000000004,100.0
71.3536,255.0
89.4728,10.0
150.041,310.0
246.548,520.0
64.7386,185.0
4.8057,35.0
119.9272,300.0
33.915800000000004,117.0
58.4306,220.0
60.568200000000004,171.0
60.1564,171.0
58.071200000000005,171.0
57.6594,171.0
116.52799999999999,310.0
53.5152,255.0
156.0944,315.0
33.7275,120.0
55.465300000000006,140.0
170.2004,420.0
232.57299999999998,690.0
340.82,660.0
24.654799999999998,77.0
42.7298,155.0
32.2817,98.0
35.6768,112.0
638.102,1400.0
207.34099999999998,480.0
152.66899999999998,360.0
26.2144,80.0
35.6768,125.0
25.4653,81.0
79.7468,210.0
98.3826,270.0
60.980000000000004,169.0
19828.88,90000.0
53.927,170.0
102.91239999999999,265.0
47.2858,160.0
53.1034,160.0
65.536,181.0
13.37,35.0
20.8086,80.0
53.953199999999995,185.0
100.4416,240.0
49.370999999999995,200.0
73.3602,370.0
53.1034,140.0
102.4482,240.0
87.93039999999999,240.0
114.9594,375.0
10.873000000000001,40.0
61.391799999999996,165.0
35.265,136.0
95.8332,275.0
46.873999999999995,125.0
154.29,365.0
344.021,727.0
31.2698,100.0
206.72699999999998,440.0
28.4617,87.0
277.74,630.0
27.511200000000002,110.0
27.1256,83.0
35.0022,120.0
75.8572,395.0
47.2858,145.0
38.1476,117.0
58.8948,205.0
75.9096,200.0
419.586,729.0
147.80599999999998,315.0
57.6594,205.0
51.43,170.0
38.5594,130.0
25.2156,81.0
514.038,332.0
80.9298,220.0
36.9122,165.0
25.977800000000002,77.0
25.6405,77.0
6.466,1000.0
54.3388,180.0
11.1227,35.0
41.879999999999995,125.0
234.194,740.0
31.5195,140.0
56.424,150.0
29.3729,105.0
6.378399999999999,45.0
37.0743,120.0
104.2002,285.0
86.7998,185.0
89.9894,240.0
113.2336,280.0
40.6446,125.0
36.5004,111.0
44.376999999999995,155.0
212.204,500.0
50.6064,159.0
44.376999999999995,160.0
144.4592,290.0
56.450199999999995,148.0
555.48,1080.0
104.27879999999999,272.0
32.6935,110.0
51.867999999999995,203.0
89.63,166.0
24.8038,90.0
92.0746,210.0
36.9867,150.0
35.6768,160.0
170.893,405.0
72.1772,190.0
90.8916,240.0
51.0182,170.0
53.1034,154.0
47.6976,170.0
56.8096,191.0
32.9432,120.0
72.2034,220.0
86.695,255.0
99.9774,225.0
35.265,125.0
42.2918,113.0
138.256,415.0
46.873999999999995,160.0
468.478,930.0
104.2264,280.0
25.2156,79.0
43.553399999999996,145.0
238.44299999999998,540.0
127.0064,320.0
34.765600000000006,115.0
43.965199999999996,158.0
193.235,430.0
19996.219999999998,90000.0
106.1806,260.0
22.9683,180.0
108.3444,315.0
65.536,190.0
38.1476,123.0
6.3039,1000.0
186.08460000000002,520.0
43.965199999999996,130.0
19164.76,88400.0
290.094,630.0
20.8962,64.0
120.2604,315.0
23.568399999999997,75.0
97.0162,463.0
199.85,460.0
31.0946,110.0
21.6453,79.0
201.733,670.0
26.7138,77.0
25.7412,82.0
43.965199999999996,140.0
41.468199999999996,115.0
121.1888,350.0
43.553399999999996,140.0
51.0182,160.0
48.933,155.0
50.1946,155.0
157.663,405.0
514.038,1000.0
56.424,175.0
41.4944,111.0
32.6935,120.0
410.302,875.0
85.8976,265.0
143.426,700.0
39.821,170.0
64.3006,195.0
27.375300000000003,88.0
77.9162,400.0
38.9974,135.0
464.09799999999996,960.0
36.0886,115.0
104.9452,260.0
17.264499999999998,65.0
116.32579999999999,285.0
135.19,333.0
431.154,820.0
34.5904,110.0
46.462199999999996,130.0
205.106,465.0
30.744200000000003,135.0
31.532600000000002,100.0
33.679199999999994,99.0
109.0632,278.0
33.1053,125.0
1.8224,25.0
336.29019999999997,723.0
20.3354,65.0
58.921,166.0
94.6502,260.0
22.744799999999998,70.0
37.5606,150.0
109.2466,240.0
5.3796,90.0
206.46500000000003,480.0
30.783499999999997,70.0
38.9974,118.0
35.0022,130.0
28.8604,99.0
37.6482,140.0
325.052,700.0
45.6124,170.0
41.0564,125.0
24.839,750.0
120.8818,320.0
58.071200000000005,140.0
197.7722,410.0
410.56399999999996,900.0
39.4092,130.0
45.2268,136.0
34.0165,105.0
106.97800000000001,280.0
100.0036,295.0
95.0096,220.0
35.427099999999996,120.0
114.469,980.0
170.017,405.0
96.99000000000001,510.0
83.78620000000001,215.0
50.6064,250.0
398.996,780.0
46.050399999999996,180.0
29.2853,170.0
279.492,635.0
36.9867,120.0
29.907500000000002,106.0
31.6333,83.0
128.6798,310.0
41.1088,125.0
46.873999999999995,145.0
36.001000000000005,132.0
88.3422,255.0
95.7808,252.0
35.015299999999996,120.0
73.0008,195.0
51.8418,150.0
43.965199999999996,122.0
447.626,920.0
78.8184,180.0
75.9096,180.0
43.5796,115.0
35.7382,130.0
281.33,679.0
281.33,690.0
128.575,345.0
36.5004,112.0
275.022,650.0
24.6417,58.0
160.905,360.0
39.821,143.0
19.7091,118.0
50.1946,119.0
46.050399999999996,128.0
148.5772,405.0
129.32,463.0
22.4075,55.0
22.4075,65.0
45.2006,132.0
69.2946,168.0
69.2946,178.0
152.538,420.0
152.538,445.0
109.50120000000001,288.0
43.939,190.0
88.2898,320.0
12.3581,210.0
49.7828,163.0
45.6124,184.0
25.377700000000004,79.0
25.377700000000004,83.0
40.0052,135.0
67.6212,185.0
19.5863,55.0
113.593,290.0
105.226,541.0
105.226,597.0
181.626,430.0
29.2853,85.0
41.468199999999996,114.0
127.699,298.0
32.768,78.0
53.1034,155.0
53.1034,182.0
95.807,185.0
534.628,970.0
32.391400000000004,154.0
218.074,533.0
49.7828,133.0
59.797,150.0
63.039,245.0
63.039,229.0
46.8478,178.0
69.6802,180.0
18.3247,53.0
271.87,752.0
107.8278,265.0
302.358,1200.0
302.358,1050.0
78.6874,273.0
35.427099999999996,116.0
23.8926,60.0
39.382999999999996,318.0
54.364999999999995,250.0
46.462199999999996,129.0
59.3066,157.0
180.005,613.0
180.005,631.0
158.539,345.0
340.558,852.0
115.6782,296.0
113.3122,315.0
113.3122,299.0
56.8358,150.0
129.2226,298.0
38.9974,150.0
41.0564,134.0
49.7828,135.0
45.6386,147.0
30.1965,82.0
30.1965,83.0
62.2154,181.0
76.7594,178.0
76.7594,181.0
126.078,316.0
24.1292,56.0
25.7019,57.0
23.3056,80.0
20.7472,66.0
43.965199999999996,145.0
30.1834,109.0
30.1834,108.0
178.6722,380.0
49.7828,132.0
107.0304,290.0
107.0304,273.0
81.2892,190.0
73.4126,199.0
21.895,71.0
42.2918,132.0
51.867999999999995,196.0
623.726,1190.0
623.726,1220.0
80.1848,140.0
106.1806,256.0
9.874199999999998,283.0
103.4814,244.0
145.923,372.0
119.4368,320.0
34.340700000000005,145.0
65.9478,165.0
148.42000000000002,412.0
175.625,405.0
143.29500000000002,350.0
115.214,700.0
120.2604,295.0
52.2798,262.0
52.2798,244.0
91.7938,228.0
91.7938,235.0
253.777,513.0
259.164,620.0
259.164,644.0
229.683,613.0
38.971199999999996,119.0
56.0122,170.0
49.370999999999995,144.0
79.642,185.0
79.642,197.0
90.4274,235.0
58.071200000000005,150.0
116.2734,285.0
56.8358,152.0
43.1416,275.0
84.2504,220.0
106.97800000000001,215.0
518.1560000000001,1080.0
103.2718,278.0
164.409,467.0
77.94239999999999,418.0
33.267399999999995,75.0
725.366,1310.0
127.7514,300.0
1.6602999999999999,25.0
24.878300000000003,85.0
15.1531,180.0
15.1531,212.0
79.642,209.0
19.660800000000002,65.0
305.207,634.0
305.207,652.0
25.789500000000004,77.0
36.0755,124.0
54.7244,312.0
82.4722,406.0
82.4722,420.0
45.6386,130.0
26.626200000000004,87.0
57.3262,138.0
43.553399999999996,170.0
49.3972,122.0
31.2698,103.0
20.2347,69.0
85.4596,245.0
85.4596,228.0
114.8808,274.0
109.344,424.0
109.344,471.0
53.5152,165.0
46.462199999999996,134.0
52.2798,190.0
15.604199999999999,38.0
380.46900000000005,730.0
61.391799999999996,157.0
75.9096,235.0
27.4236,107.0
24.878300000000003,71.0
26.5517,81.0
119.332,293.0
52.253600000000006,126.0
93.4148,361.0
93.4148,329.0
23.055899999999998,61.0
87.0806,198.0
87.0806,231.0
31.1691,105.0
103.6836,278.0
218.074,490.0
173.25900000000001,413.0
31.006999999999998,74.0
22.5696,54.0
58.8948,157.0
79.2302,190.0
66.7976,207.0
120.8032,270.0
179.80280000000002,447.0
179.80280000000002,467.0
116.1948,295.0
36.2376,122.0
36.2376,130.0
48.959199999999996,231.0
25.377700000000004,88.0
94.624,261.0
230.076,819.0
230.076,830.0
48.1094,120.0
48.1094,132.0
79.1516,289.0
49.370999999999995,127.0
46.050399999999996,195.0
42.2918,131.0
34.2531,168.0
201.471,450.0
26.288899999999998,95.0
63.477000000000004,155.0
87.6234,240.0
20.8962,53.0
107.0566,280.0
203.35399999999998,442.0
92.5912,315.0
92.5912,326.0
34.50279999999999,124.0
34.50279999999999,120.0
18.5613,61.0
106.15440000000001,180.0
28.947999999999997,74.0
146.799,340.0
53.927,133.0
248.3,730.0
49.370999999999995,135.0
19.5994,59.0
310.815,641.0
725.6279999999999,1460.0
23.656,70.0
37.3985,180.0
107.0566,294.0
99.1276,246.0
66.6928,266.0
62.6272,240.0
33.1405,102.0
141.6814,333.0
141.6814,366.0
16.401600000000002,225.0
170.148,500.0
170.148,483.0
82.27,189.0
46.873999999999995,140.0
145.923,380.0
145.923,407.0
27.900899999999996,74.0
116.6328,260.0
28.474800000000002,84.0
28.474800000000002,88.0
148.42000000000002,330.0
90.068,225.0
169.272,420.0
111.97200000000001,175.0
394.878,750.0
8.3629,136.0
8.3629,88.0
22.8545,122.0
22.8545,92.0
43.8866,155.0
43.8866,140.0
35.589200000000005,86.0
35.589200000000005,103.0
60.1564,157.0
60.1564,146.0
135.059,300.0
135.059,304.0
38.2262,149.0
65.1242,215.0
65.1242,216.0
21.9564,132.0
21.9564,88.0
41.341300000000004,121.0
231.566,547.0
231.566,528.0
49.370999999999995,157.0
271.649,535.0
271.649,558.0
72.589,232.0
72.589,188.0
9259.119999999999,58500.0
9259.119999999999,64300.0
62.2154,168.0
84.1456,33.0
84.1456,292.0
81.2892,215.0
81.2892,223.0
349.056,594.0
349.056,589.0
53.953199999999995,210.0
53.953199999999995,194.0
33.644,78.0
28.0851,120.0
77.583,165.0
77.583,164.0
32.6059,107.0
32.6059,114.0
733.602,1260.0
733.602,1300.0
28.7597,104.0
28.6983,109.0
28.6983,118.0
181.626,428.0
35.265,117.0
35.265,131.0
22.5655,137.0
22.5655,142.0
183.2282,375.0
183.2282,378.0
26.7883,69.0
26.7883,81.0
47.6976,124.0
47.6976,150.0
127.699,385.0
127.699,344.0
353.174,671.0
353.174,692.0
227.44799999999998,462.0
227.44799999999998,488.0
944.93,1780.0
944.93,1960.0
104.9976,193.0
104.9976,202.0
247.90699999999998,835.0
247.90699999999998,1100.0
28.5231,83.0
28.5231,111.0
60.1826,290.0
60.1826,259.0
138.90359999999998,276.0
138.90359999999998,279.0
65.5622,233.0
65.5622,228.0
244.05100000000002,510.0
244.05100000000002,508.0
38.9974,116.0
35.6768,127.0
35.6768,130.0
506.85,959.0
506.85,892.0
6.58168,55.0
6.58168,47.0
78.459,211.0
78.459,218.0
67.595,183.0
67.595,166.0
130.679,445.0
130.679,441.0
20.734099999999998,112.0
20.734099999999998,130.0
42.756,177.0
42.756,234.0
20.5458,140.0
20.5458,125.0
42.7298,122.0
50.1946,189.0
50.1946,231.0
74.2624,192.0
74.2624,196.0
42.318,131.0
42.318,117.0
150.6624,326.0
150.6624,318.0
1667.75,3280.0
1667.75,3210.0
48.959199999999996,180.0
48.959199999999996,188.0
39.7072,147.0
39.7072,192.0
6.6411999999999995,996.0
6.6411999999999995,1060.0
1551.6599999999999,3110.0
41.5468,156.0
7.451700000000001,32.0
7.451700000000001,27.0
24.7162,92.0
24.7162,91.0
48.5212,127.0
41.879999999999995,114.0
41.879999999999995,122.0
138.3346,309.0
138.3346,308.0
43.1506,155.0
43.1506,130.0
110.1488,279.0
110.1488,239.0
66.7976,170.0
66.7976,160.0
59.2542,297.0
59.2542,336.0
337.447,655.0
337.447,680.0
0.9112,21.0
0.9112,19.0
27.3491,115.0
27.3491,110.0
58.1498,295.0
58.1498,256.0
29.4605,90.0
29.4605,86.0
4.3939,920.0
4.3939,1010.0
159.3888,330.0
159.3888,332.0
244.05100000000002,540.0
244.05100000000002,528.0
83.47919999999999,176.0
83.47919999999999,178.0
64.7124,165.0
64.7124,156.0
234.93899999999996,678.0
234.93899999999996,648.0
176.94639999999998,405.0
176.94639999999998,420.0
37.771,114.0
37.771,135.0
40.2328,155.0
40.2328,123.0
86.695,239.0
210.714,410.0
210.714,420.0
29.355700000000002,83.0
29.355700000000002,96.0
88.78020000000001,174.0
88.78020000000001,181.0
75.9096,309.0
75.9096,292.0
154.3948,470.0
154.3948,388.0
99.1276,422.0
99.1276,458.0
59.228,192.0
59.228,200.0
42.318,120.0
203.313,462.0
6.2163,760.0
6.2163,828.0
120.208,589.0
120.208,581.0
43.9914,102.0
43.9914,109.0
166.37059999999997,347.0
166.37059999999997,341.0
284.134,629.0
284.134,604.0
77.6092,203.0
77.6092,202.0
20.4713,86.0
20.4713,101.0
115.4498,300.0
115.4498,294.0
39.0498,153.0
63.1438,222.0
63.1438,236.0
431.94,1180.0
431.94,1220.0
43.1416,128.0
43.1416,123.0
73.0008,210.0
73.0008,209.0
38.1345,147.0
38.1345,153.0
65.5622,190.0
65.5622,187.0
35.414,98.0
35.414,107.0
122.705,280.0
122.705,244.0
109.57979999999999,268.0
109.57979999999999,280.0
198.36,416.0
198.36,448.0
115.214,568.0
115.214,576.0
6.7902000000000005,32.0
6.7902000000000005,28.0
99.9512,260.0
99.9512,250.0
1024.67,8400.0
1024.67,10100.0
42.7298,150.0
42.7298,121.0
53.927,154.0
145.74699999999999,410.0
145.74699999999999,362.0
38.8836,123.0
98.22540000000001,497.0
98.22540000000001,488.0
55.1886,139.0
55.1886,152.0
52.253600000000006,150.0
52.253600000000006,163.0
55.6004,165.0
106.84700000000001,840.0
106.84700000000001,802.0
38.1738,122.0
38.1738,125.0
665.184,6840.0
665.184,6520.0
232.2398,510.0
232.2398,466.0
227.44799999999998,509.0
227.44799999999998,543.0
69.9872,409.0
69.9872,429.0
208.348,453.0
208.348,443.0
162.65699999999998,333.0
162.65699999999998,347.0
70.1182,186.0
70.1182,216.0
3.5572,410.0
3.5572,394.0
271.256,1200.0
271.256,1220.0
117.9992,223.0
117.9992,245.0
263.282,480.0
263.282,464.0
151.048,405.0
151.048,400.0
45.7573,179.0
45.7573,177.0
54.750600000000006,162.0
59.3066,236.0
59.3066,261.0
238.926,615.0
238.926,492.0
59.744600000000005,157.0
59.744600000000005,159.0
102.553,252.0
102.553,264.0
106.84700000000001,290.0
106.84700000000001,291.0
162.526,745.0
162.526,706.0
31.2395,86.0
31.2395,97.0
247.555,570.0
247.555,548.0
110.8414,262.0
110.8414,278.0
3.233,52.0
3.233,44.0
1461.44,10200.0
1461.44,12600.0
22.679299999999998,69.0
5.1299,28.0
5.1299,24.0
202.478,421.0
202.478,418.0
1564.0879999999997,3210.0
1564.0879999999997,2940.0
286.631,570.0
286.631,564.0
63.039,209.0
63.039,177.0
106.53999999999999,330.0
106.53999999999999,298.0
145.047,731.0
145.047,824.0
37.4026,141.0
31.9313,78.0
31.9313,91.0
68.4448,268.0
68.4448,227.0
64.7386,217.0
64.7386,224.0
61.8298,175.0
61.8298,178.0
519.466,1160.0
519.466,1040.0
46.208400000000005,190.0
42.7298,145.0
42.7298,146.0
55.1362,159.0
4119.23,20000.0
4119.23,21400.0
112.7956,448.0
112.7956,455.0
117.48259999999999,320.0
117.48259999999999,333.0
139.308,370.0
139.308,346.0
68.8566,180.0
68.8566,188.0
30.7704,100.0
30.7704,115.0
24.462400000000002,109.0
24.462400000000002,123.0
108.3706,195.0
108.3706,216.0
1019.635,7680.0
1019.635,10700.0
25.3646,120.0
25.3646,108.0
50.685,133.0
50.685,146.0
57.1952,190.0
57.1952,172.0
1674.79,14300.0
1674.79,15700.0
13.668,75.0
57.6332,162.0
18.1626,141.0
18.1626,109.0
143.2762,366.0
143.2762,334.0
37.2978,121.0
37.2978,138.0
140.3936,290.0
140.3936,284.0
232.442,520.0
232.442,450.0
163.402,410.0
163.402,334.0
143.164,423.0
143.164,438.0
92.0222,442.0
92.0222,434.0
156.394,782.0
156.394,800.0
192.228,500.0
192.228,422.0
68.5758,135.0
35.291199999999996,98.0
124.326,604.0
124.326,645.0
141.57659999999998,6500.0
141.57659999999998,7250.0
144.9234,345.0
144.9234,338.0
1.8224,430.0
1.8224,463.0
35.1823,122.0
35.1823,127.0
180.136,492.0
180.136,515.0
23.231099999999998,104.0
23.231099999999998,133.0
30.034399999999998,85.0
48.1356,160.0
48.1356,152.0
172.38299999999998,915.0
172.38299999999998,876.0
66.7714,202.0
66.7714,194.0
41.4944,121.0
41.4944,118.0
44.973,93.0
44.973,161.0
68.90899999999999,183.0
68.90899999999999,190.0
23.805,46.0
23.805,61.0
30.3496,126.0
298.592,562.0
298.592,541.0
381.476,718.0
381.476,740.0
191.483,803.0
191.483,897.0
25.228699999999996,58.0
25.228699999999996,67.0
2.64117,34.0
2.64117,20.0
89.6824,206.0
89.6824,220.0
82.1652,141.0
82.1652,161.0
69.7064,233.0
69.7064,222.0
41.1088,110.0
41.1088,102.0
155.911,300.0
155.911,340.0
3.8945000000000003,25.0
3.8945000000000003,38.0
45.253,122.0
45.253,130.0
72.2034,178.0
72.2034,184.0
7.0399,105.0
7.0399,80.0
207.47199999999998,438.0
207.47199999999998,443.0
6.965400000000001,18.0
6.965400000000001,42.0
39.4616,143.0
39.4616,156.0
42.7298,140.0
89.29679999999999,212.0
89.29679999999999,222.0
232.925,594.0
232.925,610.0
42.318,130.0
3.1454000000000004,129.0
3.1454000000000004,116.0
935.4580000000001,1580.0
935.4580000000001,1480.0
120.28659999999999,330.0
120.28659999999999,326.0
73.8244,210.0
73.8244,216.0
30.6214,86.0
30.6214,71.0
68.033,200.0
68.033,186.0
0.19099999999999998,15.0
21.7943,94.0
92.8982,261.0
92.8982,257.0
48.5212,142.0
48.5212,140.0
25.377700000000004,64.0
25.377700000000004,67.0
72.2296,220.0
72.2296,212.0
52.9986,127.0
52.9986,158.0
1.8302599999999998,25.0
1.7614899999999998,26.0
0.34081999999999996,22.0
68.3924,194.0
26.2013,67.0
26.2013,58.0
83.7076,202.0
83.7076,200.0
1.9936699999999998,162.0
48.5212,113.0
48.5212,117.0
35.9879,79.0
4.8057,37.0
4.8057,30.0
0.74648,44.0
41.4944,135.0
41.4944,165.0
26.44617,86.0
27.5595,88.0
30.3193,81.0
24.2168,65.0
24.2168,62.0
23.691200000000002,74.0
7.92826,62.0
7.92826,69.0
24.878300000000003,76.0
24.878300000000003,58.0
255.046,552.0
24.1292,55.0
24.1292,66.0
136.811,350.0
136.811,358.0
32.93714,100.0
51.43,154.0
51.43,184.0
