step,value_target_std,adv_raw_mean,adv_raw_std,explained_variance_preupdate,vf_loss_mean,eval_dcr_mean,eval_entropy_mean,policy_entropy_mb_mean
53248.0,2327.15191308682,1523.480224609375,2545.7314453125,-0.1966736254219803,2578082.6796875,nan,nan,2.3862477242946625
55296.0,381.3774529697652,354.883056640625,412.0429992675781,-0.16727982167376787,1351613.0185546875,nan,nan,2.386261746287346
57344.0,681.193368919404,839.4677734375,757.4459838867188,-0.23640998567297355,1068330.915649414,nan,nan,2.3862743377685547
59392.0,234.79848565895531,421.5451965332031,270.0890197753906,-0.3231932741615082,47025457.724121094,nan,nan,2.386426120996475
61440.0,1690.4662227709432,2699.03466796875,1854.0413818359375,-0.20288978948708292,23814958.017578125,23.149688149688153,2.386251452614864,2.386198654770851
63488.0,963.7086669287004,-1420.8939208984375,1046.9451904296875,-0.18020200478949744,35058639.3359375,nan,nan,2.3862221390008926
65536.0,640.35467043677,-802.6154174804688,701.0003051757812,-0.19838196341666592,2444484.46484375,nan,nan,2.3861711621284485
67584.0,682.0442439872425,1030.785888671875,754.42041015625,-0.22349392471861873,1345841.7687988281,nan,nan,2.386193796992302
69632.0,793.3358423337775,-143.92547607421875,844.1533813476562,-0.13221423511624875,646371.6870117188,nan,nan,2.3861484974622726
71680.0,1123.2665261933234,1963.5352783203125,1240.8807373046875,-0.22037806879332655,13456255.435058594,nan,nan,2.385864555835724
73728.0,4300.280281308892,-2142.662109375,4551.03173828125,-0.12002096716829791,9476992.3046875,nan,nan,2.386217921972275
75776.0,871.0960110578677,3646.35888671875,1017.0997314453125,-0.36331125716626955,7422303.09375,nan,nan,2.3862524330615997
77824.0,3355.9973280984336,-2093.6015625,3592.811767578125,-0.1461084353516251,5070851.3046875,nan,nan,2.3861287385225296
79872.0,858.5993577392521,-767.3023681640625,928.4940185546875,-0.16943767451593073,542175.263671875,nan,nan,2.3862427324056625
81920.0,728.4781422699298,-400.42864990234375,790.2205200195312,-0.17669393283558832,4135540.760986328,26.205821205821206,2.3861890448381504,2.3861702382564545
83968.0,1771.4540013073222,-1669.1749267578125,1925.5697021484375,-0.1815680465946976,2005648.7294921875,nan,nan,2.386169046163559
86016.0,174.81390455515506,-231.90365600585938,195.1949462890625,-0.24676653577928942,8743410.643310547,nan,nan,2.386299565434456
88064.0,1977.4936877797456,-1190.4013671875,2142.06103515625,-0.1733660210266761,2031323.751953125,nan,nan,2.386474296450615
90112.0,944.1450963043599,-357.0711364746094,1011.3504638671875,-0.14742914414061148,1473086.5712890625,nan,nan,2.3859749287366867
92160.0,1676.6765689650576,108.15940856933594,1844.364013671875,-0.21002603539587295,7149204.15625,nan,nan,2.3860803693532944
94208.0,1286.2030998251046,2310.85302734375,1414.9107666015625,-0.21014945043101174,1480887.2700195312,nan,nan,2.3862428963184357
96256.0,1213.506729886878,1829.760498046875,1313.1085205078125,-0.17089199656995047,4339225.448730469,nan,nan,2.3861228078603745
98304.0,2524.788448937505,2308.33984375,2768.506103515625,-0.20237784756559773,2043638.1533203125,nan,nan,2.386168748140335
100000.0,2920.8048333975785,3417.77197265625,3206.037841796875,-0.20484781483033343,6473729.25,20.58212058212058,2.3861577395598093,2.3861976712942123
