step,rollout_reward_mean,rollout_reward_std,eval_dcr_mean
2048.0,0.07441580344432969,0.2228052240794088,nan
4096.0,0.03189164503684519,0.21753499941632348,nan
6144.0,0.1012063250069739,0.21548338498312228,nan
8192.0,0.011232568610949007,0.18723289437361698,nan
10240.0,0.07245364997002396,0.226951760201024,nan
12288.0,0.025754607412434648,0.21010285306046575,nan
14336.0,0.13026623712178603,0.2032860196968747,nan
16384.0,0.08404500011883478,0.2297038762127756,nan
18432.0,0.09149521527505974,0.2153530182314769,nan
20480.0,0.0545723200989017,0.21617916743433485,nan
22528.0,0.07158042131403117,0.22614299725880976,nan
24576.0,0.04076934587637319,0.19926237679322847,nan
26624.0,0.06209752846033566,0.21899420600436767,nan
28672.0,0.05621677828196513,0.21984058876401422,nan
30720.0,0.09881291203675607,0.23137151306294174,nan
32768.0,0.08559762205216792,0.1992878973547226,nan
34816.0,0.024735449036094766,0.17491906946613264,nan
36864.0,0.07371523595110607,0.19419521255540337,nan
38912.0,0.10883144715131106,0.22256039885366566,nan
40960.0,0.055892326951399916,0.2072856901876873,nan
43008.0,0.0834672136534293,0.20692534499094456,nan
45056.0,0.08495373516535079,0.21818495325173415,nan
47104.0,0.09677656362486899,0.2114749164144034,nan
49152.0,0.060860940595241456,0.19845783755266458,nan
51200.0,0.08551888739102251,0.22207583678370502,nan
53248.0,0.05276955657768824,0.2044981179852452,nan
55296.0,0.06746503709106227,0.199101313548389,nan
57344.0,0.09380372743618365,0.2192247445108183,nan
59392.0,0.05620605894042511,0.21784520476360095,nan
61440.0,0.08852570657032108,0.21002576505222345,nan
63488.0,0.08059320667657197,0.21660467036966438,nan
65536.0,0.1061791075012292,0.23172289736896537,nan
67584.0,0.07300458182734329,0.19251065748094634,nan
69632.0,0.07129234941072,0.19327949325782476,nan
71680.0,0.13605716992482678,0.20789962616347746,nan
73728.0,0.08542936450848845,0.1926146816930935,nan
75776.0,0.09759864070324643,0.21341293760032626,nan
77824.0,0.08681284476600654,0.23610653305458082,nan
79872.0,0.07304689080326379,0.21622023720490866,nan
81920.0,0.07775407505220396,0.20266652804688706,nan
83968.0,0.07386461905895539,0.21958325337556134,nan
86016.0,0.11262381619143494,0.23244358620556993,nan
88064.0,0.06146284889877319,0.18356733788448615,nan
90112.0,0.09483699493575501,0.20878129687636138,nan
92160.0,0.09964156237663208,0.22901119386002983,nan
94208.0,0.04737170366234221,0.22427765732094404,nan
96256.0,0.06966984025558762,0.20563265575584094,nan
98304.0,0.11063646962430335,0.22179249027026735,nan
100352.0,0.07863389399095105,0.22479370243843907,28.544698544698548
102400.0,0.09408331092965036,0.2070309868922544,nan
104448.0,0.07204546572846482,0.22265157025357735,nan
106496.0,0.053947674189161576,0.22754563624526414,nan
108544.0,0.11919094993282495,0.21310266716345455,nan
110592.0,0.055243385867896844,0.1940816219005421,nan
112640.0,0.08426583400154497,0.20175169752207925,nan
114688.0,0.06476733332222814,0.2005290085000823,nan
116736.0,0.0973400207663136,0.22115234666497316,nan
118784.0,0.09102967516188418,0.21508243444375025,nan
120832.0,0.0705312568512158,0.176096411419206,nan
122880.0,0.039192177821179716,0.1809881078637194,nan
124928.0,0.10199857159347306,0.22130554188650164,nan
126976.0,0.06446664991909297,0.21960876612486602,nan
129024.0,0.07037276104921004,0.16008448544582546,nan
131072.0,0.10132048698747226,0.2259200254169291,nan
133120.0,0.07871291926320262,0.2207098017053658,nan
135168.0,0.05329178337266019,0.20941166485992208,nan
137216.0,0.062302991793839496,0.21081374888287446,nan
139264.0,0.08953919218923859,0.19871776972697672,nan
141312.0,0.07301434198978832,0.22472201710988868,nan
143360.0,0.07004271103621895,0.1939131762059207,nan
145408.0,0.09916084699412016,0.23306302025567707,nan
147456.0,0.07166108850516545,0.21979227093592316,nan
149504.0,0.10718835230198363,0.21106432662077565,nan
151552.0,0.09258900010313487,0.2412876563378839,nan
153600.0,0.059573146870439686,0.2223382071505444,nan
155648.0,0.06544837212679995,0.2171118995564732,nan
157696.0,0.07664798632369449,0.20020701671204538,nan
159744.0,0.04602226790394658,0.21725952696223141,nan
161792.0,0.10636215396899035,0.22527421539893974,nan
163840.0,0.0682213245576618,0.23842558992776572,nan
165888.0,0.09398285564178499,0.20646576554659118,nan
167936.0,0.08596501447000965,0.2120783462327578,nan
169984.0,0.13219332994018532,0.22463300286130644,nan
172032.0,0.06614160229458962,0.211358605562966,nan
174080.0,0.08539884632596714,0.2334881434898914,nan
176128.0,0.0830184929646758,0.22414209936233565,nan
178176.0,0.09886559556199044,0.223979847139475,nan
180224.0,0.09293274080412184,0.20205300351750483,nan
182272.0,0.05699627012724792,0.1786521541475199,nan
184320.0,0.10742697049050406,0.2129208298045898,nan
186368.0,0.07172002945294823,0.22408682832440252,nan
188416.0,0.07865806141999912,0.23113064542561496,nan
190464.0,0.09400719048374065,0.22171410536434258,nan
192512.0,0.07722436110920566,0.22348226568513005,nan
194560.0,0.10717336594416926,0.21439328888176426,nan
196608.0,0.10590487294661324,0.22154425231559746,nan
198656.0,0.05353729863183483,0.1903737162366224,nan
200704.0,0.10047951250872628,0.23269023465259797,35.74844074844075
202752.0,0.06064383605043362,0.21750638449413803,nan
204800.0,0.10350178165619311,0.21466485108441513,nan
206848.0,0.07759056467297462,0.21722096620270553,nan
208896.0,0.09027709846274035,0.22696377941275409,nan
210944.0,0.03548857152804154,0.18571321809443064,nan
212992.0,0.06916541348083326,0.20107722276757317,nan
215040.0,0.1079859087613051,0.22905764038472318,nan
217088.0,0.08342987043738181,0.21295894860373257,nan
219136.0,0.09435692559365323,0.22951873921835422,nan
221184.0,0.0677905203162692,0.20332930072863267,nan
223232.0,0.10978056443172225,0.23239715218194254,nan
225280.0,0.1117764111916191,0.23961699041083703,nan
227328.0,0.061362942690281815,0.2031395304863384,nan
229376.0,0.08417318348875247,0.21211649416020792,nan
231424.0,0.03288923396434199,0.22068762232220177,nan
233472.0,0.061527784593321935,0.2251345846098149,nan
235520.0,0.043192449777711334,0.21416713124774464,nan
237568.0,0.07901113137507035,0.22558602635131145,nan
239616.0,0.06194938327282483,0.21066451165176006,nan
241664.0,0.11092466910345755,0.2362724074349235,nan
243712.0,0.051253373463697016,0.23048663054503465,nan
245760.0,0.06130039374026156,0.20163938503475112,nan
247808.0,0.07907581126501641,0.21095262969856765,nan
249856.0,0.03999291139297454,0.18952295792168092,nan
251904.0,0.06324818939760164,0.20125951721331442,nan
253952.0,0.07888600026107567,0.19574065277884364,nan
256000.0,0.10706486714964802,0.2362562821078021,nan
258048.0,0.09572054167551039,0.21566227660593237,nan
260096.0,0.110378161396975,0.21105006437300686,nan
262144.0,0.031289608860513844,0.18107744429855213,nan
264192.0,0.06359260822941774,0.19890831663257943,nan
266240.0,0.0858126733586796,0.20748797594540183,nan
268288.0,0.061572961709282274,0.2040130578109453,nan
270336.0,0.0913855262405171,0.22986529400849873,nan
272384.0,0.06769563552019536,0.21884926025262408,nan
274432.0,0.10515639405665865,0.2009288605699431,nan
276480.0,0.017216906934415452,0.19374105543615208,nan
278528.0,0.04613210888979198,0.23558018423910848,nan
280576.0,0.0812358250178623,0.21477155582119245,nan
282624.0,0.095339571564551,0.2194173807245751,nan
284672.0,0.11935555443239512,0.22186148060881183,nan
286720.0,0.09305960667363648,0.23450936053818913,nan
288768.0,0.08719815831409031,0.22272750532927799,nan
290816.0,0.0596858674703453,0.21280211403164737,nan
292864.0,0.056527202300152804,0.22710894878011165,nan
294912.0,0.08817772204984932,0.21145113992852246,nan
296960.0,0.07189713379516036,0.22690639065429916,nan
299008.0,0.05788023200142421,0.20267928202266333,nan
301056.0,0.061369513135186876,0.20719320452171772,31.070686070686072
303104.0,0.10028543182879611,0.24005888884628832,nan
305152.0,0.1011361450407286,0.23492256237393971,nan
307200.0,0.09182335183063237,0.2369030732248201,nan
309248.0,0.05519960009688412,0.20600596013656722,nan
311296.0,0.0846812275924576,0.24608266511855484,nan
313344.0,0.09357274232221265,0.2181227163664299,nan
315392.0,0.07237031736853655,0.21822472227711703,nan
317440.0,0.016153458310824396,0.1978375873658175,nan
319488.0,0.1043843018399702,0.22884744690658623,nan
321536.0,0.08219785773411076,0.21373663927309935,nan
323584.0,0.08698825663942489,0.21562570201163841,nan
325632.0,0.11510619178478079,0.2180239325391723,nan
327680.0,0.0822750802279754,0.21622174402558458,nan
329728.0,0.11570157188560738,0.22886197712399747,nan
331776.0,0.06014532263757104,0.21266721574868114,nan
333824.0,0.09112633181735441,0.22527681757437876,nan
335872.0,0.0849051060699172,0.21526147158876466,nan
337920.0,0.06589132155715308,0.2179672740421087,nan
339968.0,0.06597771156566477,0.22351001321391017,nan
342016.0,0.08213200112266326,0.20857780441040039,nan
344064.0,0.05029654134589381,0.20180503057145288,nan
346112.0,0.0829560346435799,0.2294103102325419,nan
348160.0,0.07747811383853492,0.20008059602550127,nan
350208.0,0.10775311150383823,0.20061252123713413,nan
352256.0,0.09735770991812974,0.22093409230709932,nan
354304.0,0.10586194342312413,0.20013973024637208,nan
356352.0,0.07892562546844814,0.20649548101354678,nan
358400.0,0.06415476756413746,0.17276720362326928,nan
360448.0,0.07283973555248996,0.21326675055500743,nan
362496.0,0.07576895874621883,0.2197094111661023,nan
364544.0,0.07615345679992554,0.21896029695232203,nan
366592.0,0.07363497326959727,0.22223629898100955,nan
368640.0,0.0884435935086183,0.2258360138888559,nan
370688.0,0.10010266887223486,0.23003011000378207,nan
372736.0,0.06398494502396378,0.21748256797118326,nan
374784.0,0.03502633302375642,0.21365274502817988,nan
376832.0,0.08497757721821222,0.1857255973177573,nan
378880.0,0.05759391601353662,0.22429466958152794,nan
380928.0,0.08879923633465715,0.240203024191932,nan
382976.0,0.07375648536010856,0.21864602503802438,nan
385024.0,0.042110581237412306,0.1635175785694062,nan
387072.0,0.08635864154767144,0.22471864264989636,nan
389120.0,0.06092261041073677,0.20779691757219268,nan
391168.0,0.08013813402426512,0.22483984224803283,nan
393216.0,0.08494072458659246,0.23415015953859492,nan
395264.0,0.05839896198673425,0.23277439866403568,nan
397312.0,0.03951675373987066,0.20276139218195816,nan
399360.0,0.0639737827493603,0.20189891889889386,nan
401408.0,0.03347046085742334,0.19674546786132807,34.428274428274435
403456.0,0.07485522397987121,0.18215174454657765,nan
405504.0,0.06981441906070493,0.19038133233549706,nan
407552.0,0.09982826262505032,0.22031724983456,nan
409600.0,0.09033790905279865,0.22226668578709477,nan
411648.0,0.05459861119746714,0.23068020965135602,nan
413696.0,0.09233026737584896,0.2103641366388012,nan
415744.0,0.07828018213279601,0.21318118651746523,nan
417792.0,0.07112753518906352,0.21957714999514918,nan
419840.0,0.06479712971145456,0.2187430334547144,nan
421888.0,0.07569897303631892,0.2097125165820223,nan
423936.0,0.0725714002472386,0.21047734781264765,nan
425984.0,0.05373821200210238,0.2056206803221995,nan
428032.0,0.13534965414393746,0.23170253684611017,nan
430080.0,0.12818487180555532,0.22870959882228628,nan
432128.0,0.09037479259764912,0.21027204360217105,nan
434176.0,0.021230664213394628,0.2078833375233675,nan
436224.0,0.09791433735892413,0.22858302696214206,nan
438272.0,0.05699361455054623,0.2067629908781672,nan
440320.0,0.10979112762601748,0.22916964137966542,nan
442368.0,0.09584344655196475,0.22849955175256842,nan
444416.0,0.10633159886245035,0.22724502890940526,nan
446464.0,0.0990789434218669,0.20568334028971766,nan
448512.0,0.10252505872016705,0.2269664086027782,nan
450560.0,0.07067947652209773,0.20143848503357667,nan
452608.0,0.08137364214037834,0.2079298932463567,nan
454656.0,0.06273014505645456,0.22469632934751801,nan
456704.0,0.07468444335259375,0.20614208137534606,nan
458752.0,0.03199848120601202,0.19940164465187407,nan
460800.0,0.030239653642241196,0.16629695469044786,nan
462848.0,0.07295829116765826,0.236961915693399,nan
464896.0,0.14437969368956804,0.21730056141573154,nan
466944.0,0.08248263367019448,0.23648915803620577,nan
468992.0,0.07631667843076038,0.24023153311984013,nan
471040.0,0.08742763954555373,0.22753489708553337,nan
473088.0,0.09312975512866999,0.2296733381514713,nan
475136.0,0.08428705969569228,0.2281893333773653,nan
477184.0,0.06901840101699172,0.1932042128383924,nan
479232.0,0.05880339399887404,0.2200040701356743,nan
481280.0,0.09052168726935492,0.23323206109777225,nan
483328.0,0.04111673122934699,0.19765361971967801,nan
485376.0,0.09869423003028686,0.23373077124939357,nan
487424.0,0.05276699124744346,0.2250188551252068,nan
489472.0,0.08386505543655762,0.22308392402041927,nan
491520.0,0.07899706613127609,0.23270038301588253,nan
493568.0,0.07858086175839693,0.23103144580429844,nan
495616.0,0.07000077566181812,0.21733020138694203,nan
497664.0,0.07442684368874507,0.19676909105365328,nan
499712.0,0.07914639166291768,0.22388309108142646,nan
501760.0,0.06061089271769496,0.20660081927990667,29.459459459459463
503808.0,0.06196838775156753,0.22232291861962086,nan
505856.0,0.08584649449864537,0.2295544338161526,nan
507904.0,0.0672331217359719,0.21011089878323824,nan
509952.0,0.09514643438057227,0.20600263495777257,nan
512000.0,0.07321487055822942,0.1933626649824085,nan
514048.0,0.0693623032365227,0.1920888972087094,nan
516096.0,0.08662600101708484,0.2247028588430842,nan
518144.0,0.056085642154285645,0.2283645494867437,nan
520192.0,0.08423101045637696,0.1940028851183208,nan
522240.0,0.09569501975998522,0.23604314667189608,nan
524288.0,0.09142987335627589,0.21419308074570426,nan
526336.0,0.07134288287157597,0.20834303594975945,nan
528384.0,0.1563785248829231,0.22231773851830913,nan
530432.0,0.06170667717287727,0.21685965014672812,nan
532480.0,0.0794664970801651,0.2227940669079708,nan
534528.0,0.05370341646720248,0.21920186001222847,nan
536576.0,0.03796773657910629,0.20607682033610358,nan
538624.0,0.07785098893174931,0.2268515974525574,nan
540672.0,0.0417435422629634,0.20352871171176556,nan
542720.0,0.10148004923028432,0.22059357070479446,nan
544768.0,0.10765499988207589,0.21329102036784034,nan
546816.0,0.07515675580660569,0.21241452350740753,nan
548864.0,0.06051123024605001,0.22533924547055836,nan
550912.0,0.04944298949511631,0.19275144584557724,nan
552960.0,0.06439219825382043,0.22630312584661366,nan
555008.0,0.0823327540670595,0.22310858338062214,nan
557056.0,0.07530883967266666,0.20932711697109627,nan
559104.0,0.08364049662030741,0.21301659477650564,nan
